generated,log_probs,linear_probs,correct_answer
"['A', ')', ' Oral', ' gr', 'ise', 'of', 'ul', 'vin', ' therapy']","[-0.0001626572, -9.0883464e-07, -1.9361265e-07, -2.0219828e-05, -2.577686e-06, -1.2664457e-06, -8.418666e-06, -1.9816675e-06, -3.4121115e-06]","[99.98373560279651, 99.9999091165773, 99.99998063873687, 99.99797803764193, 99.99974223173223, 99.99987335551019, 99.99915813694369, 99.99980183344636, 99.99965878943212]",A
"['C', ')', ' Hyper', 'calc', 'emia']","[-0.00043543737, 0.0, -3.2929079e-06, -6.704273e-07, -1.3856493e-06]","[99.95646574190928, 100.0, 99.99967070975217, 99.99993295729247, 99.99986143516601]",C
"['A', ')', ' Bh', 'ore', ' Committee']","[-0.0007886636, -1.0280384e-06, -1.9816675e-06, -5.5122365e-07, -2.2961513e-05]","[99.92116473133963, 99.99989719621284, 99.99980183344636, 99.9999448776502, 99.99770387506135]",A
"['D', ')', ' L', 'ymph', 'oma']","[-0.00016325322, -1.504853e-06, -6.704273e-07, -7.624555e-05, -3.1737043e-06]","[99.98367601050818, 99.99984951481323, 99.99993295729247, 99.99237573566181, 99.99968263007362]",D
"['D', ')', ' Ty', 'ros', 'ine']","[-0.0003857478, -3.1281633e-07, -1.504853e-06, -1.7432603e-06, -6.704273e-07]","[99.9614326591117, 99.99996871837189, 99.99984951481323, 99.99982567412195, 99.99993295729247]",A
"['A', ')', ' A', '.', ' Mit', 'ochond', 'rial', ' diseases']","[-0.91571546, -0.0021950987, -6.0153056e-05, -1.0280384e-06, -3.1281633e-07, -6.82589e-05, -1.3663626e-05, -2.2365493e-05]","[40.02301749499016, 99.78073087672864, 99.99398487531587, 99.99989719621284, 99.99996871837189, 99.99317434295857, 99.99863364673469, 99.99776347571057]",A
"['B', ')', ' M', 'ening', 'oc', 'occus']","[-1.576826, -2.220075e-06, -1.147242e-06, -7.226629e-06, -1.92662e-05, -0.0002326224]","[20.6629901790153, 99.99977799274644, 99.99988527586581, 99.9992773397112, 99.9980733985592, 99.97674046544927]",A
"['A', ')', ' Is', 'chi', 'ore', 'ctal', ' foss', 'a']","[-0.09853598, -1.8624639e-06, -7.89631e-07, -1.0206721e-05, -1.2664457e-06, -1.7432603e-06, -3.5313153e-06, -2.6968896e-06]","[90.61630882798059, 99.99981375378344, 99.99992103693117, 99.99897933310884, 99.99987335551019, 99.99982567412195, 99.99964686909351, 99.99973031140365]",B
"['A', ')', ' Sty', 'log', 'loss', 'us']","[-0.4478626, -2.577686e-06, -6.749814e-06, -7.107425e-06, -2.0219828e-05, -4.3202e-07]","[63.89924755666425, 99.99974223173223, 99.99932502087799, 99.99928926002578, 99.99797803764193, 99.99995679800934]",D
"['B', ')', ' Conj', 'unct', 'iv', 'itis']","[-0.0012240359, -2.220075e-06, -2.577686e-06, -0.00019531534, -1.4259645e-05, -4.8425554e-06]","[99.8776712926381, 99.99977799274644, 99.99974223173223, 99.98047037327993, 99.99857404566683, 99.99951574563252]",A
"['A', ')', ' T', 'ams', 'ulos', 'in']","[-0.00059259, -1.504853e-06, -9.0883464e-07, -1.2664457e-06, -4.604148e-06, -2.4584822e-06]","[99.94075855467766, 99.99984951481323, 99.9999091165773, 99.99987335551019, 99.99953958625991, 99.9997541520822]",A
"['A', ')', ' Ket', 'amine']","[-0.00068241084, -6.704273e-07, -1.3856493e-06, -7.3458323e-06]","[99.93178219493217, 99.99993295729247, 99.99986143516601, 99.99926541946806]",A
"['A', ')', ' S', '.', ' aure', 'us', ' poisoning']","[-0.12732218, -4.604148e-06, -6.704273e-07, -1.4855664e-05, -2.8444882e-05, -8.180258e-06, -1.11603495e-05]","[88.04499635276677, 99.99953958625991, 99.99993295729247, 99.99851444463448, 99.99715555225518, 99.99918197754583, 99.99888397127765]",A
"['D', ')', ' Stat', 'ins']","[-0.00012535013, -4.3202e-07, -2.6968896e-06, -2.939851e-05]","[99.98746577259993, 99.99995679800934, 99.99973031140365, 99.9970601922132]",D
"['A', ')', ' Morph', 'ine']","[-0.0083280355, -1.2664457e-06, -2.6968896e-06, -6.392203e-06]","[99.17065465209579, 99.99987335551019, 99.99973031140365, 99.99936078174301]",B
"['A', ')', ' ', '1', ' -', '2', ' weeks']","[-0.70133656, -3.1281633e-07, -4.7755875e-05, -7.703444e-06, -0.49393123, -0.13591589, -5.9153886e-06]","[49.592203108839485, 99.99996871837189, 99.99522452652937, 99.99922965856715, 61.022274666603394, 87.29160503700837, 99.99940846288958]",B
"['B', ')', ' Broad', ' and', ' susp', 'ens', 'ory']","[-0.17408942, -5.5122365e-07, -1.6240566e-06, -1.9361265e-07, -8.180258e-06, -1.3856493e-06, 0.0]","[84.0221761669223, 99.9999448776502, 99.99983759447187, 99.99998063873687, 99.99918197754583, 99.99986143516601, 100.0]",B
"['A', ')', ' Doc', 'os', 'ah', 'ex', 'a', 'eno', 'ic', ' acid']","[-6.682846e-05, -6.704273e-07, -4.365741e-06, -2.4153549e-05, -2.1008714e-06, 0.0, -3.650519e-06, 0.0, -3.1281633e-07, -3.1281633e-07]","[99.99331737729717, 99.99993295729247, 99.99956342685299, 99.99758467426946, 99.99978991308069, 100.0, 99.99963494876631, 100.0, 99.99996871837189, 99.99996871837189]",A
"['B', ')', ' C', '.D', '.H']","[-0.42832673, -1.0280384e-06, -1.0206721e-05, -2.8160932e-06, -4.8351892e-05]","[65.15984832426327, 99.99989719621284, 99.99897933310884, 99.99971839107651, 99.9951649276934]",C
"['A', ')', ' Temp', 'oral', ' arter', 'itis']","[-0.00013572084, -6.704273e-07, -6.704273e-07, -1.0280384e-06, -0.00012797261, -1.3067608e-05]","[99.98642883696566, 99.99993295729247, 99.99993295729247, 99.99989719621284, 99.98720355781452, 99.99869324773807]",A
"['B', ')', ' ', '16', ' hours']","[-0.2831017, -1.9361265e-07, -9.968313e-06, -4.246537e-06, -1.0280384e-06]","[75.3443158793946, 99.99998063873687, 99.99900317366834, 99.99957534720166, 99.99989719621284]",C
"['B', ')', ' Left', ' ab', 'duc', 'ens', ' nucleus', ' and', ' left', ' medial', ' longitudinal', ' fasc', 'ic', 'ulus']","[-0.21854539, -1.9361265e-07, -1.6240566e-06, -9.133887e-06, -1.4855664e-05, -1.9816675e-06, -3.4524266e-05, -1.9361265e-07, -5.9153886e-06, -2.9352968e-06, -5.4385737e-06, -1.6240566e-06, -5.6769813e-06, -7.58424e-06]","[80.3686999263848, 99.99998063873687, 99.99983759447187, 99.99908661547138, 99.99851444463448, 99.99980183344636, 99.99654763299556, 99.99998063873687, 99.99940846288958, 99.9997064707508, 99.9994561441089, 99.99983759447187, 99.9994323034814, 99.99924157887602]",A
"['B', ')', ' Radical', ' surgery']","[-0.022898462, -9.0883464e-07, -8.061054e-06, -0.00027730546]","[97.73617180892961, 99.9999091165773, 99.99919389784903, 99.97227329856052]",D
"['A', ')', ' Sec', '.', ' ', '328', ' IPC']","[-0.19149333, -1.2664457e-06, -1.9361265e-07, -4.9617593e-06, -0.00016504127, -1.504853e-06, -5.6769813e-06]","[82.572513267475, 99.99987335551019, 99.99998063873687, 99.99950382530095, 99.98349723485612, 99.99984951481323, 99.9994323034814]",A
"['B', ')', ' M', '3']","[-0.0013801139, -5.5122365e-07, -1.8624639e-06, -1.3856493e-06]","[99.86208380192193, 99.9999448776502, 99.99981375378344, 99.99986143516601]",B
"['B', ')', ' Pe', 'ptic', ' ulcer']","[-0.0004371062, -5.5122365e-07, -1.0280384e-06, -3.1737043e-06, -1.867018e-05]","[99.95629893169975, 99.9999448776502, 99.99989719621284, 99.99968263007362, 99.99813299942866]",B
"['C', ')', ' Rotation']","[-0.00023512568, -3.1281633e-07, -1.504853e-06]","[99.97649019598764, 99.99996871837189, 99.99984951481323]",C
"['B', ')', ' IX', ' and', ' X']","[-0.00044532763, -5.5122365e-07, -3.5313153e-06, 0.0, -1.9361265e-07]","[99.95547715136314, 99.9999448776502, 99.99964686909351, 100.0, 99.99998063873687]",B
"['D', ')', ' G', '2', ' phase']","[-0.6660927, -1.3856493e-06, -4.3202e-07, -3.1281633e-07, -5.312004e-05]","[51.371188793068136, 99.99986143516601, 99.99995679800934, 99.99996871837189, 99.99468813708444]",A
"['B', ')', ' Tel', 'oc', 'entric']","[-0.33852193, -2.4584822e-06, -6.575563e-05, -2.3392786e-06, -1.5332478e-05]","[71.28231470058654, 99.9997541520822, 99.9934246531854, 99.9997660724136, 99.99846676395418]",A
"['C', ')', ' Al', 'kap', 'ton', 'uria']","[-0.030600384, -5.5122365e-07, -5.6769813e-06, -4.8425554e-06, -1.0280384e-06, -0.00027051452]","[96.98630684461546, 99.9999448776502, 99.9994323034814, 99.99951574563252, 99.99989719621284, 99.97295220657537]",C
"['A', ')', ' ', '2', ' weeks']","[-0.1569834, -4.3202e-07, -8.537869e-06, -9.849109e-06, -2.577686e-06]","[85.47182470228233, 99.99995679800934, 99.99914621674475, 99.99901509395023, 99.99974223173223]",D
"['B', ')', ' Ex', 'ud', 'ate', ' from', ' chopped', ' roots']","[-0.00018601745, -1.9361265e-07, -1.504853e-06, -1.473646e-05, -3.1737043e-06, -4.3202e-07, -8.89548e-06, -5.5122365e-07]","[99.98139998501732, 99.99998063873687, 99.99984951481323, 99.99852636485811, 99.99968263007362, 99.99995679800934, 99.99911045595647, 99.9999448776502]",B
"['A', ')', ' Elastic', ' recoil', ' of', ' a', 'orta']","[-0.00019460011, -4.604148e-06, -1.9361265e-07, -3.2140193e-05, -1.9361265e-07, -0.0005498142, -6.392203e-06]","[99.98054188233732, 99.99953958625991, 99.99998063873687, 99.99678603234905, 99.99998063873687, 99.945033692013, 99.99936078174301]",A
"['D', ')', ' Budd', ' chi', 'ari', ' syndrome']","[-0.06960757, -7.89631e-07, -2.577686e-06, -0.14511597, -1.6240566e-06, -2.319992e-05]","[93.27597910170188, 99.99992103693117, 99.99974223173223, 86.49219822920445, 99.99983759447187, 99.99768003491161]",D
"['D', ')', ' ', '1', '-Dec']","[-0.002827462, -3.1281633e-07, -5.085517e-05, -1.2664457e-06, -1.4021238e-05]","[99.71765315059653, 99.99996871837189, 99.99491461231023, 99.99987335551019, 99.9985978860297]",D
"['C', ')', ' ', '80', '%']","[-0.31455198, -1.9361265e-07, -5.6769813e-06, -2.4584822e-06, -2.6968896e-06]","[73.01159075337583, 99.99998063873687, 99.9994323034814, 99.9997541520822, 99.99973031140365]",B
"['B', ')', ' Hyp', 'ochond', 'ri', 'osis']","[-0.00047559434, -3.1281633e-07, -4.3202e-07, -0.000119039665, -1.9361265e-07, -0.0010548418]","[99.95245187370611, 99.99996871837189, 99.99995679800934, 99.98809674199399, 99.99998063873687, 99.89457143500442]",B
"['C', ')', ' Is', ' a', ' reducing', ' agent', ',', ' thereby', ' helping', ' to', ' keep', ' iron', ' in', ' the', ' fer', 'rous', ' state']","[-0.0020260662, 0.0, -1.2664457e-06, -1.0280384e-06, -5.5122365e-07, -6.749814e-06, -3.1281633e-07, -9.372295e-06, -9.372295e-06, -5.6769813e-06, -7.89631e-07, -1.7432603e-06, -5.5122365e-07, -3.1281633e-07, -9.0883464e-07, -1.8908588e-05, -1.9361265e-07]","[99.7975984886677, 100.0, 99.99987335551019, 99.99989719621284, 99.9999448776502, 99.99932502087799, 99.99996871837189, 99.99906277489198, 99.99906277489198, 99.9994323034814, 99.99992103693117, 99.99982567412195, 99.9999448776502, 99.99996871837189, 99.9999091165773, 99.99810915907662, 99.99998063873687]",C
"['A', ')', ' Thy', 'ro', 'to', 'xic', 'osis']","[-0.0046975957, -5.5122365e-07, -3.1281633e-07, -3.9769227e-05, -1.9361265e-07, -6.704273e-07, -1.0280384e-06]","[99.53134207456603, 99.9999448776502, 99.99996871837189, 99.99602315637853, 99.99998063873687, 99.99993295729247, 99.99989719621284]",A
"['C', ')', ' Chemical', ' formula']","[-0.8037095, 0.0, -1.9816675e-06, -8.9357956e-05]","[44.76652659767157, 100.0, 99.99980183344636, 99.99106460363032]",D
"['A', ')', ' Mon', 'ocytes']","[-0.00072565617, -6.704273e-07, -7.107425e-06, -2.7848862e-05]","[99.92746070547645, 99.99993295729247, 99.99928926002578, 99.9972151525776]",A
"['B', ')', ' Py', 'rid', 'ox', 'ine']","[-0.045508187, -4.3202e-07, -3.7697225e-06, -1.1279553e-05, -3.7697225e-06, -1.9361265e-07]","[95.55117797649909, 99.99995679800934, 99.99962302846053, 99.9988720510614, 99.99962302846053, 99.99998063873687]",B
"['B', ')', ' Post', 'ab', 'ortion', ' cure', 'tt', 'age']","[-0.00023941702, -7.89631e-07, -9.610702e-06, -0.1488179, -0.00010163593, -3.655073e-05, -1.0280384e-06, -2.577686e-06]","[99.97606116379676, 99.99992103693117, 99.99903893441827, 86.17260209206411, 99.98983692347562, 99.99634499379698, 99.99989719621284, 99.99974223173223]",B
"['D', ')', ' Post', 'erior', ' ure', 'th', 'ral', ' valve']","[-0.01679308, -1.9361265e-07, -5.5122365e-07, -7.89631e-07, -8.537869e-06, -3.650519e-06, -2.0935051e-05, -1.1398757e-05]","[98.33471377746702, 99.99998063873687, 99.9999448776502, 99.99992103693117, 99.99914621674475, 99.99963494876631, 99.99790651681366, 99.99886013079656]",D
"['B', ')', ' Sub', 'lux', 'ation', ' of', ' head', ' of', ' radius']","[-0.00020640128, -1.9361265e-07, -1.3856493e-06, -1.735894e-05, -1.0802739e-05, -1.9361265e-07, -6.206032e-05, -2.9352968e-06, -3.650519e-06]","[99.97936200192787, 99.99998063873687, 99.99986143516601, 99.99826412106655, 99.99891973193493, 99.99998063873687, 99.99379416057018, 99.9997064707508, 99.99963494876631]",B
"['A', ')', ' ', '0', '.', '2', '-', '0', '.', '5', ' mg', '/L']","[-0.2828206, -1.9361265e-07, -1.6240566e-06, -1.4140442e-05, -2.1008714e-06, -0.0007660296, -2.3438328e-05, -2.4584822e-06, -2.3392786e-06, -6.704273e-07, -5.5122365e-07, -1.9361265e-07]","[75.36549814361605, 99.99998063873687, 99.99983759447187, 99.99858596579756, 99.99978991308069, 99.92342637257705, 99.99765619466756, 99.9997541520822, 99.9997660724136, 99.99993295729247, 99.9999448776502, 99.99998063873687]",B
"['B', ')', ' Pap', 'illary']","[-0.23963387, -2.1008714e-06, -1.7432603e-06, -2.220075e-06]","[78.69159218559561, 99.99978991308069, 99.99982567412195, 99.99977799274644]",D
"['A', ')', ' abc']","[-2.8133245, -2.4034345e-05, -0.0004456852]","[6.0005173228608495, 99.99759659438226, 99.95544141028955]",C
"['B', ')', ' ', '20', ' mm']","[-0.041042097, -3.1281633e-07, -9.4914985e-06, -4.00813e-06, -0.009129621]","[95.97887248713877, 99.99996871837189, 99.99905085465441, 99.99959918780326, 99.09119274531209]",C
"['A', ')', ' A', ' pr', 'ion']","[-6.456359e-05, -4.3202e-07, -1.8624639e-06, -6.778209e-05, -6.704273e-07]","[99.99354384941837, 99.99995679800934, 99.99981375378344, 99.9932220207154, 99.99993295729247]",A
"['A', ')', ' Loss', ' of', ' interest', ' or', ' pleasure']","[-9.865584e-05, -6.704273e-07, -5.5122365e-07, -1.9361265e-07, -9.968313e-06, -4.3202e-07, -4.3202e-07]","[99.99013490263273, 99.99993295729247, 99.9999448776502, 99.99998063873687, 99.99900317366834, 99.99995679800934, 99.99995679800934]",A
"['A', ')', ' Persistent', ' corpus', ' l', 'ute', 'um']","[-1.3528225, -1.8624639e-06, -2.8160932e-06, -3.23786e-05, -3.1281633e-07, -6.704273e-07, -1.11603495e-05]","[25.850958665895902, 99.99981375378344, 99.99971839107651, 99.99676219241812, 99.99996871837189, 99.99993295729247, 99.99888397127765]",A
"['A', ')', ' Carbon', ' particles']","[-0.15355512, -5.9153886e-06, -3.3093824e-05, -0.14594625]","[85.76534890356207, 99.99940846288958, 99.99669067235945, 86.42041529095141]",A
"['B', ')', ' In', 'hib', 'its', ' lan', 'oster', 'ol', ' ', '14', ' dem', 'ethyl', 'ase']","[-0.00016516048, -3.1281633e-07, -4.365741e-06, -1.735894e-05, -1.2664457e-06, -1.9385403e-05, -1.8624639e-06, -3.0545007e-06, -1.3856493e-06, -3.1281633e-07, -6.9570146e-05, -1.0802739e-05, -7.89631e-07]","[99.98348531582413, 99.99996871837189, 99.99956342685299, 99.99826412106655, 99.99987335551019, 99.99806147848957, 99.99981375378344, 99.9996945503965, 99.99986143516601, 99.99996871837189, 99.99304322739465, 99.99891973193493, 99.99992103693117]",B
"['B', ')', ' C', 'avern', 'ous', ' hem', 'angi', 'oma']","[-0.0004616512, -9.0883464e-07, -1.9361265e-07, 0.0, -1.6240566e-06, -2.1650272e-05, -5.080963e-06, -1.2664457e-06]","[99.95384553445192, 99.9999091165773, 99.99998063873687, 100.0, 99.99983759447187, 99.99783499623655, 99.9994919049908, 99.99987335551019]",B
"['C', ')', ' A', 'pl', 'astic', ' an', 'emia']","[-0.015114223, -1.9361265e-07, -3.1281633e-07, -3.0545007e-06, -1.6240566e-06, -0.00019054719, -7.107425e-06]","[98.4999423588066, 99.99998063873687, 99.99996871837189, 99.9996945503965, 99.99983759447187, 99.98094709629628, 99.99928926002578]",C
"['B', ')', ' Sept', 'al', 'br', 'ach', ' of', ' facial', ' a', 'ery']","[-0.049963396, -4.1273333e-06, -2.6968896e-06, -8.776276e-06, -0.13167173, -1.6882126e-05, -2.220075e-06, -0.00019805702, -0.010395624, -2.7968066e-05]","[95.12642439398299, 99.99958726752173, 99.99973031140365, 99.99912237625114, 87.66287187607706, 99.99831180165023, 99.99977799274644, 99.98019625919969, 98.9658223744007, 99.99720323251027]",D
"['A', ')', ' Gen', 'ital', ' herpes']","[-0.0001408466, -4.3202e-07, -1.6240566e-06, -8.776276e-06, -2.6968896e-06]","[99.98591633184168, 99.99995679800934, 99.99983759447187, 99.99912237625114, 99.99973031140365]",A
"['A', ')', ' ', '6', '%', ' to', ' ', '8', ' %']","[-0.5609021, -5.5122365e-07, -4.298773e-05, -7.822647e-06, -5.216641e-05, -1.6240566e-06, -9.0883464e-07, -2.9352968e-06, -0.30985174]","[57.06940085029593, 99.9999448776502, 99.99570131939592, 99.99921773835968, 99.99478349506435, 99.99983759447187, 99.9999091165773, 99.9997064707508, 73.35557051313764]",A
"['D', ')', ' >', ' ', '4', ' gm', '/m', '2', '/', '24', 'hrs']","[-0.004904262, -7.89631e-07, -3.1737043e-06, -9.0073176e-05, -6.749814e-06, -4.143808e-05, -3.1281633e-07, -5.6100132e-05, -6.704273e-07, -1.8624639e-06, -1.1041146e-05]","[99.51077442575858, 99.99992103693117, 99.99968263007362, 99.99099308804668, 99.99932502087799, 99.99585627785453, 99.99996871837189, 99.9943901441583, 99.99993295729247, 99.99981375378344, 99.99889589149532]",B
"['D', ')', ' Ty', 'ros', 'ine']","[-0.00028386168, -1.9361265e-07, -9.0883464e-07, -3.4121115e-06, -3.4121115e-06]","[99.97161786049148, 99.99998063873687, 99.9999091165773, 99.99965878943212, 99.99965878943212]",D
"['A', ')', ' ', '4', '-', '8', ' weeks']","[-0.0025090706, -5.5122365e-07, -1.4140442e-05, -8.061054e-06, -5.5577775e-06, -1.504853e-06, -1.7432603e-06]","[99.74940744866731, 99.9999448776502, 99.99858596579756, 99.99919389784903, 99.99944422379444, 99.99984951481323, 99.99982567412195]",A
"['C', ')', ' Vas', 'ectomy']","[-0.34096748, -2.220075e-06, -6.704273e-07, -6.9882217e-06]","[71.1082032218099, 99.99977799274644, 99.99993295729247, 99.99930118027176]",C
"['B', ')', ' Coron', 'ary', ' sinus']","[-0.067402944, -2.9352968e-06, -2.8325678e-05, -2.808727e-05, -0.000114033115]","[93.48184459523276, 99.9997064707508, 99.99716747231683, 99.99719131244437, 99.98859733865285]",D
"['D', ')', ' Blood']","[-0.031231485, -1.147242e-06, -1.504853e-06]","[96.92511799958106, 99.99988527586581, 99.99984951481323]",C
"['A', ')', ' IL', ' ', '10']","[-0.00023405286, -1.147242e-06, -2.220075e-06, -0.0003011425, -1.9361265e-07]","[99.97659745282338, 99.99988527586581, 99.99977799274644, 99.96989028388515, 99.99998063873687]",A
"['C', ')', ' Autos', 'omal', ' recess', 'ive']","[-0.020343682, -3.1281633e-07, -9.0883464e-07, -1.0921943e-05, -5.5122365e-07, -7.107425e-06]","[97.98618545489035, 99.99996871837189, 99.9999091165773, 99.99890781166442, 99.9999448776502, 99.99928926002578]",A
"['B', ')', ' Tet', 'an', 'osp', 'as', 'min']","[-5.7649777e-05, -1.9361265e-07, -9.0883464e-07, -6.392203e-06, 0.0, -6.704273e-07, -1.6240566e-06]","[99.99423518847165, 99.99998063873687, 99.9999091165773, 99.99936078174301, 100.0, 99.99993295729247, 99.99983759447187]",B
"['A', ')', ' Thy', 'roid', ' Car', 'cin', 'oma']","[-0.26778975, -4.3202e-07, -3.4121115e-06, -4.4849444e-06, 0.0, -3.1281633e-07, -1.3856493e-06]","[76.5068619871424, 99.99995679800934, 99.99965878943212, 99.99955150656574, 100.0, 99.99996871837189, 99.99986143516601]",C
"['D', ')', ' Vir', 'al', ' et', 'iology']","[-0.18338163, -7.89631e-07, -1.0280384e-06, -2.9352968e-06, -7.465036e-06, -3.7697225e-06]","[83.24504070608872, 99.99992103693117, 99.99989719621284, 99.9997064707508, 99.99925349918634, 99.99962302846053]",C
"['B', ')', ' Carb', 'am', 'az', 'ep', 'ine']","[-0.49652454, -1.9361265e-07, -5.5122365e-07, -5.5146502e-05, -1.9361265e-07, 0.0, -4.3202e-07]","[60.86423000945689, 99.99998063873687, 99.9999448776502, 99.99448550185403, 99.99998063873687, 100.0, 99.99995679800934]",D
"['A', ')', ' T', '4']","[-1.516306, -7.89631e-07, -4.1273333e-06, -0.0002936327]","[21.952130273314776, 99.99992103693117, 99.99958726752173, 99.9706410405862]",D
"['D', ')', ' My', 'lo', 'hy', 'oid']","[-0.0006874138, -3.1281633e-07, -2.220075e-06, -2.9636918e-05, -6.869018e-06, -1.7597347e-05]","[99.93128224147374, 99.99996871837189, 99.99977799274644, 99.99703635211691, 99.99931310055916, 99.99824028078324]",D
"['C', ')', ' Gl', 'au', 'coma']","[-0.29441342, -5.5122365e-07, -7.89631e-07, -1.147242e-06, -3.0545007e-06]","[74.49684429172945, 99.9999448776502, 99.99992103693117, 99.99988527586581, 99.9996945503965]",C
